src,dst,Packet_Size,Protocol,Encryption_Type,Packet_Delay(ms),Attack_label
Node_8,Node_10,1320,TCP,AES-128,6.87,Normal
Node_7,Node_16,931,TCP,AES-192,12.47,Normal
Node_20,Node_1,256,UDP,AES-192,0.1,Normal
Node_11,Node_5,1365,UDP,AES-192,5.72,Normal
Node_4,Node_10,665,TCP,AES-256,4.37,Normal
Node_8,Node_13,192,UDP,AES-192,8.72,Normal
Node_12,Node_15,693,TCP,AES-192,7.31,Normal
Node_4,Node_19,849,TCP,AES-192,13.99,Normal
Node_13,Node_7,200,UDP,AES-256,0.7,Normal
Node_13,Node_11,793,TCP,AES-256,10.23,Normal
Node_15,Node_13,602,TCP,AES-192,12.79,Normal
Node_1,Node_8,1185,UDP,AES-128,19.28,Normal
Node_11,Node_12,194,TCP,AES-192,7.59,Normal
Node_9,Node_19,881,UDP,AES-128,11.62,Normal
Node_18,Node_8,1236,TCP,AES-192,0.98,Normal
Node_8,Node_9,199,UDP,AES-192,0.1,Normal
Node_3,Node_13,1470,UDP,AES-192,14.22,Normal
Node_7,Node_5,796,TCP,AES-128,9.97,Normal
Node_19,Node_15,1141,UDP,AES-256,15.89,Normal
Node_7,Node_3,338,TCP,AES-192,3.13,Drop_Attack
Node_15,Node_17,1396,UDP,AES-192,12.6,Replay_Attack
Node_17,Node_12,1092,TCP,AES-128,19.34,Blackhole_Attack
Node_8,Node_3,703,TCP,AES-256,12.1,Replay_Attack
Node_9,Node_8,951,UDP,AES-256,11.38,Normal
Node_4,Node_1,1059,TCP,AES-256,10.04,Normal
Node_2,Node_14,1356,UDP,AES-192,2.15,Normal
Node_11,Node_16,172,UDP,AES-256,16.78,Normal
Node_1,Node_6,940,TCP,AES-128,6.95,Normal
Node_3,Node_13,603,TCP,AES-256,12.52,Normal
Node_1,Node_14,132,TCP,AES-128,2.18,Normal
Node_6,Node_18,948,UDP,AES-256,4.1,Normal
Node_11,Node_1,1446,UDP,AES-128,17.18,Normal
Node_4,Node_5,656,TCP,AES-128,8.26,Normal
Node_16,Node_2,275,UDP,AES-128,17.27,Normal
Node_19,Node_20,354,TCP,AES-128,9.61,Normal
Node_13,Node_15,575,TCP,AES-256,0.79,Normal
Node_5,Node_6,343,UDP,AES-128,14.46,Drop_Attack
Node_19,Node_5,441,TCP,AES-128,7.05,Normal
Node_5,Node_1,259,TCP,AES-128,13.49,Replay_Attack
Node_10,Node_7,521,TCP,AES-128,10.13,Normal
Node_6,Node_13,435,UDP,AES-128,2.28,Normal
Node_6,Node_9,1288,UDP,AES-192,10.82,Normal
Node_14,Node_10,746,TCP,AES-128,20.98,Normal
Node_17,Node_13,675,UDP,AES-256,12.46,Normal
Node_1,Node_7,604,UDP,AES-192,9.71,Normal
Node_6,Node_2,1258,UDP,AES-128,15.38,Normal
Node_15,Node_17,1344,TCP,AES-192,11.05,Normal
Node_18,Node_12,427,UDP,AES-128,11.05,Normal
Node_3,Node_12,1473,TCP,AES-192,4.54,Normal
Node_13,Node_12,744,TCP,AES-192,11.17,Normal
Node_13,Node_6,821,TCP,AES-256,15.18,Normal
Node_20,Node_14,916,UDP,AES-128,5.82,Normal
Node_12,Node_8,574,UDP,AES-256,17.12,Normal
Node_6,Node_11,968,UDP,AES-192,9.54,Normal
Node_11,Node_8,756,TCP,AES-256,5.56,Normal
Node_14,Node_5,1362,UDP,AES-256,14.99,Normal
Node_10,Node_7,859,UDP,AES-256,8.57,Normal
Node_4,Node_12,1036,TCP,AES-128,13.8,Normal
Node_14,Node_7,1344,TCP,AES-192,8.54,Normal
Node_10,Node_15,1187,UDP,AES-256,9.7,Normal
Node_8,Node_20,117,UDP,AES-128,12.47,Normal
Node_18,Node_5,670,UDP,AES-256,11.45,Normal
Node_20,Node_18,1410,TCP,AES-192,0.1,Replay_Attack
Node_17,Node_3,271,UDP,AES-256,4.39,Normal
Node_15,Node_3,123,TCP,AES-128,14.65,Normal
Node_7,Node_17,331,UDP,AES-128,9.34,Normal
Node_6,Node_1,259,UDP,AES-256,7.38,Normal
Node_16,Node_19,103,TCP,AES-192,3.21,Normal
Node_19,Node_7,305,TCP,AES-128,4.6,Normal
Node_13,Node_7,1276,UDP,AES-192,0.1,Normal
Node_11,Node_9,359,TCP,AES-192,9.49,Normal
Node_10,Node_13,894,TCP,AES-128,7.01,Normal
Node_15,Node_5,1262,UDP,AES-128,5.17,Normal
Node_19,Node_9,1099,TCP,AES-256,9.66,Blackhole_Attack
Node_13,Node_10,1225,UDP,AES-128,11.82,Normal
Node_15,Node_1,907,TCP,AES-128,20.47,Normal
Node_20,Node_4,131,TCP,AES-192,2.44,Drop_Attack
Node_19,Node_1,296,UDP,AES-256,15.8,Normal
Node_20,Node_9,1262,TCP,AES-128,14.87,Normal
Node_8,Node_10,620,TCP,AES-192,6.1,Normal
Node_14,Node_17,1409,TCP,AES-256,11.02,Normal
Node_4,Node_11,157,UDP,AES-128,7.71,Normal
Node_3,Node_15,1074,TCP,AES-128,10.93,Drop_Attack
Node_3,Node_5,884,TCP,AES-192,17.55,Normal
Node_19,Node_3,115,TCP,AES-192,13.03,Normal
Node_6,Node_2,372,UDP,AES-192,12.54,Normal
Node_13,Node_19,131,TCP,AES-256,7.85,Normal
Node_8,Node_11,359,TCP,AES-128,2.58,Normal
Node_11,Node_10,1197,UDP,AES-128,8.96,Normal
Node_7,Node_12,468,TCP,AES-192,16.03,Drop_Attack
Node_4,Node_17,1275,TCP,AES-128,2.36,Normal
Node_13,Node_2,227,UDP,AES-192,4.72,Blackhole_Attack
Node_16,Node_4,480,TCP,AES-256,10.63,Blackhole_Attack
Node_1,Node_6,685,UDP,AES-256,5.08,Normal
Node_6,Node_18,1201,TCP,AES-192,6.04,Replay_Attack
Node_15,Node_10,713,TCP,AES-192,7.88,Normal
Node_3,Node_8,957,UDP,AES-256,3.17,Normal
Node_13,Node_10,941,TCP,AES-256,5.13,Blackhole_Attack
Node_3,Node_2,1368,UDP,AES-192,13.52,Normal
Node_4,Node_14,314,UDP,AES-128,3.46,Normal
Node_5,Node_4,777,UDP,AES-128,2.01,Replay_Attack
Node_11,Node_7,742,TCP,AES-192,6.85,Normal
Node_14,Node_6,859,TCP,AES-192,13.66,Normal
Node_12,Node_11,406,UDP,AES-128,9.02,Normal
Node_16,Node_10,217,TCP,AES-128,7.68,Normal
Node_10,Node_17,197,UDP,AES-256,10.22,Normal
Node_20,Node_9,1130,UDP,AES-192,1.27,Normal
Node_10,Node_18,1231,TCP,AES-128,12.47,Replay_Attack
Node_11,Node_15,988,UDP,AES-256,11.92,Normal
Node_7,Node_13,809,UDP,AES-128,7.95,Normal
Node_6,Node_16,1370,TCP,AES-192,15.03,Normal
Node_13,Node_5,1402,UDP,AES-192,4.36,Normal
Node_9,Node_14,80,UDP,AES-128,15.64,Normal
Node_3,Node_11,1403,UDP,AES-128,10.77,Normal
Node_1,Node_14,1106,UDP,AES-128,8.32,Normal
Node_17,Node_15,274,TCP,AES-128,9.9,Normal
Node_14,Node_15,1172,TCP,AES-256,9.46,Normal
Node_4,Node_17,341,TCP,AES-128,16.1,Normal
Node_6,Node_8,1091,TCP,AES-128,4.62,Normal
Node_6,Node_5,533,TCP,AES-256,6.19,Replay_Attack
Node_10,Node_1,1161,UDP,AES-192,15.18,Normal
Node_5,Node_18,458,UDP,AES-256,7.02,Normal
Node_10,Node_2,66,UDP,AES-128,14.5,Blackhole_Attack
Node_20,Node_4,531,UDP,AES-128,18.5,Normal
Node_8,Node_13,1430,TCP,AES-192,7.99,Normal
Node_15,Node_5,401,TCP,AES-128,13.41,Normal
Node_14,Node_10,304,UDP,AES-192,4.23,Normal
Node_2,Node_16,1137,TCP,AES-128,13.77,Blackhole_Attack
Node_3,Node_1,678,TCP,AES-256,11,Normal
Node_11,Node_8,681,TCP,AES-256,12.37,Normal
Node_5,Node_18,259,UDP,AES-192,6.77,Normal
Node_14,Node_16,653,TCP,AES-256,1.69,Replay_Attack
Node_18,Node_8,110,UDP,AES-128,12.52,Normal
Node_16,Node_19,1379,TCP,AES-256,0.1,Normal
Node_15,Node_19,1262,TCP,AES-256,8.41,Replay_Attack
Node_20,Node_15,577,TCP,AES-256,14.71,Normal
Node_19,Node_1,717,UDP,AES-256,10.96,Normal
Node_12,Node_17,826,UDP,AES-256,19.74,Normal
Node_18,Node_9,446,TCP,AES-192,15.13,Normal
Node_14,Node_20,1369,TCP,AES-256,6.73,Normal
Node_5,Node_18,1308,UDP,AES-128,10.14,Normal
Node_2,Node_14,743,UDP,AES-192,9.76,Normal
Node_15,Node_9,824,UDP,AES-128,2.09,Drop_Attack
Node_14,Node_3,520,UDP,AES-256,5.3,Normal
Node_10,Node_20,1194,TCP,AES-128,7.2,Normal
Node_1,Node_18,638,TCP,AES-192,0.1,Normal
Node_20,Node_6,1375,UDP,AES-192,10.24,Normal
Node_15,Node_17,433,UDP,AES-128,8.75,Normal
Node_6,Node_9,352,UDP,AES-128,1.64,Normal
Node_17,Node_1,129,UDP,AES-128,12.02,Normal
Node_5,Node_11,290,UDP,AES-192,13.58,Normal
Node_13,Node_4,734,UDP,AES-192,11.14,Normal
Node_19,Node_1,850,TCP,AES-192,8.38,Normal
Node_13,Node_1,396,UDP,AES-128,12.96,Normal
Node_2,Node_9,500,TCP,AES-256,13.4,Drop_Attack
Node_10,Node_13,435,TCP,AES-128,11.54,Normal
Node_18,Node_5,1139,UDP,AES-128,5.88,Replay_Attack
Node_5,Node_15,867,TCP,AES-256,11.38,Normal
Node_3,Node_16,387,TCP,AES-192,15.98,Normal
Node_6,Node_5,332,TCP,AES-192,7.02,Drop_Attack
Node_6,Node_4,799,TCP,AES-256,20.49,Normal
Node_13,Node_14,1301,TCP,AES-192,7.37,Normal
Node_1,Node_14,517,TCP,AES-192,10.16,Normal
Node_7,Node_4,536,TCP,AES-256,6.64,Blackhole_Attack
Node_12,Node_1,442,TCP,AES-128,11.12,Normal
Node_19,Node_2,281,TCP,AES-256,1.29,Normal
Node_12,Node_8,1066,UDP,AES-128,7.27,Normal
Node_1,Node_3,1387,TCP,AES-128,4.54,Normal
Node_11,Node_15,267,UDP,AES-128,10.68,Normal
Node_11,Node_14,1450,UDP,AES-256,14.97,Normal
Node_17,Node_12,788,UDP,AES-128,13.23,Normal
Node_19,Node_5,528,TCP,AES-192,0.1,Normal
Node_12,Node_7,343,TCP,AES-128,20.21,Normal
Node_15,Node_16,1158,TCP,AES-192,11.48,Normal
Node_10,Node_16,653,TCP,AES-192,6.12,Blackhole_Attack
Node_10,Node_13,465,TCP,AES-128,10.79,Normal
Node_16,Node_14,925,UDP,AES-192,10.88,Replay_Attack
Node_14,Node_3,320,TCP,AES-256,6.67,Normal
Node_3,Node_12,1040,TCP,AES-192,10.99,Normal
Node_20,Node_2,383,TCP,AES-128,6.96,Replay_Attack
Node_18,Node_15,113,UDP,AES-256,7.98,Normal
Node_14,Node_7,750,TCP,AES-128,6.57,Normal
Node_16,Node_4,1168,UDP,AES-256,2.84,Normal
Node_5,Node_14,1366,UDP,AES-256,10.73,Normal
Node_14,Node_8,1083,TCP,AES-128,12.93,Normal
Node_5,Node_11,458,TCP,AES-128,12.57,Blackhole_Attack
Node_11,Node_8,1230,TCP,AES-128,14.1,Normal
Node_3,Node_8,357,UDP,AES-192,11.62,Normal
Node_17,Node_13,842,TCP,AES-128,7.34,Normal
Node_18,Node_9,275,UDP,AES-256,14.2,Normal
Node_16,Node_14,765,TCP,AES-192,3.21,Normal
Node_17,Node_5,148,TCP,AES-128,5.5,Normal
Node_1,Node_14,787,TCP,AES-256,5.18,Normal
Node_10,Node_6,946,UDP,AES-128,15.4,Normal
Node_12,Node_3,359,UDP,AES-128,14.71,Normal
Node_11,Node_13,515,TCP,AES-192,12.44,Normal
Node_12,Node_14,707,UDP,AES-256,15.36,Normal
Node_14,Node_9,1147,UDP,AES-256,5.6,Normal
Node_14,Node_6,401,UDP,AES-256,11.74,Normal
Node_12,Node_4,108,UDP,AES-192,9.37,Normal
Node_11,Node_1,910,TCP,AES-256,14.23,Normal
Node_13,Node_19,747,TCP,AES-128,9.42,Normal
Node_2,Node_15,322,UDP,AES-192,8.08,Normal
Node_6,Node_9,718,TCP,AES-256,12.7,Normal
Node_7,Node_10,1466,UDP,AES-128,14.38,Blackhole_Attack
Node_14,Node_12,72,TCP,AES-128,6.66,Normal
Node_10,Node_17,1009,TCP,AES-192,9.69,Normal
Node_16,Node_20,1013,TCP,AES-192,4.71,Blackhole_Attack
Node_2,Node_16,113,TCP,AES-128,0.1,Normal
Node_17,Node_5,255,UDP,AES-192,11,Normal
Node_5,Node_9,459,UDP,AES-256,13.04,Normal
Node_5,Node_2,1226,UDP,AES-192,11.31,Drop_Attack
Node_15,Node_1,873,TCP,AES-192,0.25,Normal
Node_5,Node_18,937,TCP,AES-128,8.25,Replay_Attack
Node_5,Node_1,164,UDP,AES-256,0.1,Normal
Node_5,Node_14,582,TCP,AES-128,16.85,Normal
Node_7,Node_15,988,UDP,AES-128,4.57,Normal
Node_17,Node_6,1479,UDP,AES-192,16.28,Normal
Node_3,Node_8,844,TCP,AES-192,14.73,Normal
Node_9,Node_11,954,TCP,AES-128,5.5,Normal
Node_12,Node_15,637,TCP,AES-128,4.34,Normal
Node_5,Node_10,1337,UDP,AES-128,11.75,Normal
Node_7,Node_13,166,TCP,AES-128,5.78,Drop_Attack
Node_4,Node_17,770,TCP,AES-256,10.51,Normal
Node_7,Node_18,1107,TCP,AES-192,7.59,Normal
Node_3,Node_2,641,TCP,AES-192,1.09,Normal
Node_12,Node_14,852,UDP,AES-128,0.1,Normal
Node_11,Node_7,1133,TCP,AES-192,11.13,Normal
Node_7,Node_17,699,UDP,AES-192,7.19,Normal
Node_2,Node_8,150,TCP,AES-128,7.23,Normal
Node_17,Node_11,845,UDP,AES-192,13.48,Drop_Attack
Node_2,Node_4,1309,TCP,AES-128,15.87,Normal
Node_4,Node_14,1305,TCP,AES-192,8.64,Normal
Node_14,Node_3,282,UDP,AES-256,8.3,Normal
Node_14,Node_18,929,TCP,AES-128,12.5,Normal
Node_16,Node_13,962,UDP,AES-256,3.22,Normal
Node_17,Node_7,1423,TCP,AES-128,11.12,Normal
Node_16,Node_2,721,TCP,AES-192,12.76,Normal
Node_18,Node_7,831,TCP,AES-192,13.4,Normal
Node_18,Node_3,1268,UDP,AES-192,0.32,Normal
Node_5,Node_19,820,TCP,AES-192,6.19,Normal
Node_8,Node_20,1407,TCP,AES-192,5.61,Normal
Node_13,Node_5,257,UDP,AES-256,10.5,Normal
Node_18,Node_2,200,UDP,AES-256,12.4,Normal
Node_14,Node_15,1186,UDP,AES-256,17.48,Normal
Node_1,Node_8,77,TCP,AES-256,7.53,Normal
Node_6,Node_16,430,UDP,AES-192,7.51,Normal
Node_18,Node_8,586,UDP,AES-128,15.75,Normal
Node_2,Node_7,719,TCP,AES-256,11.48,Normal
Node_10,Node_15,282,TCP,AES-128,16.34,Normal
Node_15,Node_7,79,UDP,AES-128,11.44,Normal
Node_1,Node_16,522,TCP,AES-192,4.21,Normal
Node_16,Node_15,301,TCP,AES-256,3.33,Normal
Node_11,Node_5,1483,UDP,AES-256,2.24,Normal
Node_13,Node_7,66,TCP,AES-128,13.31,Normal
Node_3,Node_6,213,TCP,AES-128,15.94,Normal
Node_9,Node_5,460,UDP,AES-256,19.25,Normal
Node_7,Node_2,778,UDP,AES-256,14.22,Normal
Node_16,Node_4,1331,UDP,AES-128,15.81,Normal
Node_19,Node_16,285,UDP,AES-192,7.1,Normal
Node_14,Node_12,880,UDP,AES-192,4.22,Normal
Node_2,Node_14,1137,TCP,AES-128,14.25,Normal
Node_9,Node_1,99,UDP,AES-128,12.09,Normal
Node_10,Node_5,1445,UDP,AES-256,10.54,Normal
Node_7,Node_16,1342,TCP,AES-256,11.94,Normal
Node_3,Node_20,219,UDP,AES-128,11.62,Normal
Node_1,Node_16,107,UDP,AES-256,16.42,Normal
Node_8,Node_15,166,TCP,AES-192,16.47,Normal
Node_19,Node_4,233,UDP,AES-128,12.72,Normal
Node_4,Node_2,205,UDP,AES-256,14.23,Normal
Node_5,Node_15,82,TCP,AES-256,12.57,Drop_Attack
Node_19,Node_7,1434,UDP,AES-192,7.69,Normal
Node_20,Node_15,1203,TCP,AES-128,13.78,Normal
Node_17,Node_18,487,UDP,AES-192,3.03,Normal
Node_20,Node_6,284,UDP,AES-256,15.27,Normal
Node_19,Node_3,580,UDP,AES-128,4.03,Normal
Node_17,Node_14,1361,UDP,AES-192,11.43,Normal
Node_8,Node_5,110,TCP,AES-128,5.77,Normal
Node_16,Node_5,1410,UDP,AES-192,12.77,Normal
Node_17,Node_5,699,UDP,AES-256,9.83,Normal
Node_19,Node_6,1084,TCP,AES-192,2.03,Replay_Attack
Node_5,Node_1,1182,UDP,AES-256,12.1,Drop_Attack
Node_13,Node_1,718,TCP,AES-256,7.11,Drop_Attack
Node_5,Node_17,298,UDP,AES-256,14.41,Normal
Node_2,Node_8,544,UDP,AES-192,10.01,Normal
Node_7,Node_14,1289,TCP,AES-128,11.98,Replay_Attack
Node_2,Node_20,171,TCP,AES-128,5.21,Normal
Node_17,Node_4,71,UDP,AES-256,7.05,Normal
Node_6,Node_18,1382,TCP,AES-192,7.71,Normal
Node_9,Node_3,750,TCP,AES-256,14.28,Normal
Node_20,Node_8,165,UDP,AES-256,18.39,Normal
Node_15,Node_14,933,TCP,AES-128,5.97,Normal
Node_13,Node_6,1157,TCP,AES-256,15.38,Normal
Node_3,Node_6,344,UDP,AES-256,0.1,Blackhole_Attack
Node_15,Node_9,1001,TCP,AES-192,4.03,Normal
Node_8,Node_3,244,TCP,AES-192,5.21,Normal
Node_7,Node_9,81,UDP,AES-192,3.24,Normal
Node_20,Node_15,1331,UDP,AES-128,2.08,Blackhole_Attack
Node_10,Node_5,1430,UDP,AES-256,12.06,Normal
Node_14,Node_12,1390,TCP,AES-256,8.93,Drop_Attack
Node_4,Node_18,1078,UDP,AES-192,11.9,Normal
Node_5,Node_18,1175,TCP,AES-192,13.45,Normal
Node_14,Node_19,1141,UDP,AES-128,11.33,Blackhole_Attack
Node_6,Node_16,886,TCP,AES-256,13.29,Normal
Node_14,Node_15,954,UDP,AES-256,9.65,Normal
Node_17,Node_1,1231,TCP,AES-192,4.07,Normal
Node_3,Node_14,729,TCP,AES-128,15.29,Normal
Node_20,Node_18,1311,TCP,AES-192,7.05,Normal
Node_19,Node_8,715,TCP,AES-128,5.32,Normal
Node_20,Node_16,1047,UDP,AES-128,9.11,Normal
Node_20,Node_16,842,UDP,AES-128,5.44,Normal
Node_7,Node_19,820,TCP,AES-192,7.91,Replay_Attack
Node_10,Node_4,966,TCP,AES-192,11.72,Normal
Node_18,Node_20,449,TCP,AES-128,11.74,Normal
Node_12,Node_14,782,TCP,AES-256,5.51,Normal
Node_3,Node_5,695,UDP,AES-128,7.56,Blackhole_Attack
Node_2,Node_1,1299,TCP,AES-192,15.37,Normal
Node_6,Node_18,979,UDP,AES-192,12.48,Normal
Node_2,Node_9,1379,TCP,AES-128,20.38,Normal
Node_1,Node_5,272,TCP,AES-192,15.9,Normal
Node_3,Node_18,865,TCP,AES-192,15.72,Normal
Node_19,Node_1,886,UDP,AES-128,3.06,Normal
Node_6,Node_9,451,UDP,AES-256,13.82,Normal
Node_4,Node_19,96,UDP,AES-128,9.73,Normal
Node_1,Node_17,1372,TCP,AES-128,7.25,Normal
Node_9,Node_6,852,UDP,AES-128,10.84,Normal
Node_19,Node_15,808,TCP,AES-192,14.73,Normal
Node_10,Node_1,1492,UDP,AES-192,12.5,Normal
Node_3,Node_10,688,UDP,AES-256,5.61,Normal
Node_12,Node_15,1453,UDP,AES-192,13.71,Drop_Attack
Node_16,Node_7,805,UDP,AES-192,6.81,Normal
Node_8,Node_10,740,TCP,AES-192,11.08,Normal
Node_14,Node_19,1162,UDP,AES-192,8.48,Normal
Node_17,Node_7,1428,UDP,AES-256,8.91,Normal
Node_10,Node_19,532,UDP,AES-256,13.83,Normal
Node_14,Node_6,916,UDP,AES-128,4.8,Normal
Node_13,Node_10,1124,UDP,AES-128,19.73,Normal
Node_15,Node_17,811,UDP,AES-128,0.89,Normal
Node_20,Node_10,563,TCP,AES-256,7.01,Normal
Node_20,Node_18,511,UDP,AES-192,11.85,Normal
Node_14,Node_11,1160,TCP,AES-192,12.92,Blackhole_Attack
Node_11,Node_2,803,TCP,AES-256,9.5,Normal
Node_9,Node_14,1013,TCP,AES-256,9.71,Normal
Node_2,Node_16,467,UDP,AES-128,12.05,Normal
Node_20,Node_7,1225,TCP,AES-256,8.84,Normal
Node_8,Node_17,354,UDP,AES-192,16.97,Normal
Node_12,Node_1,558,TCP,AES-128,14.2,Normal
Node_11,Node_19,783,TCP,AES-192,14.36,Replay_Attack
Node_1,Node_11,767,TCP,AES-256,5.17,Normal
Node_18,Node_4,702,TCP,AES-192,9.6,Normal
Node_3,Node_6,1014,UDP,AES-256,8.5,Normal
Node_8,Node_9,1070,UDP,AES-128,4.97,Blackhole_Attack
Node_4,Node_5,355,TCP,AES-256,11.8,Normal
Node_1,Node_10,405,UDP,AES-192,7.31,Normal
Node_15,Node_9,369,UDP,AES-256,13.28,Normal
Node_6,Node_13,291,TCP,AES-256,4.65,Normal
Node_8,Node_18,458,UDP,AES-192,18.6,Normal
Node_3,Node_10,1358,UDP,AES-128,5.52,Normal
Node_3,Node_20,539,UDP,AES-128,11.1,Blackhole_Attack
Node_10,Node_13,796,UDP,AES-256,13.96,Normal
Node_15,Node_2,919,TCP,AES-192,7.15,Normal
Node_4,Node_15,997,TCP,AES-128,14.26,Normal
Node_13,Node_4,351,TCP,AES-256,3.85,Normal
Node_16,Node_12,930,TCP,AES-192,17.26,Normal
Node_4,Node_7,932,TCP,AES-256,10.07,Normal
Node_4,Node_18,1405,UDP,AES-192,7.02,Normal
Node_19,Node_2,932,TCP,AES-128,8.5,Normal
Node_14,Node_8,105,TCP,AES-256,14.04,Normal
Node_3,Node_15,1075,TCP,AES-192,7.08,Normal
Node_11,Node_20,1169,TCP,AES-128,6.25,Normal
Node_14,Node_16,530,TCP,AES-128,8.89,Normal
Node_7,Node_10,533,TCP,AES-192,4.12,Normal
Node_3,Node_11,1395,TCP,AES-128,19.1,Blackhole_Attack
Node_13,Node_10,814,TCP,AES-256,7.17,Replay_Attack
Node_8,Node_4,568,UDP,AES-128,14.16,Normal
Node_12,Node_16,839,UDP,AES-128,11.05,Normal
Node_3,Node_5,742,UDP,AES-256,5.08,Drop_Attack
Node_7,Node_3,1131,TCP,AES-256,9.97,Normal
Node_14,Node_12,524,TCP,AES-128,13.92,Normal
Node_6,Node_20,1054,UDP,AES-128,9.06,Normal
Node_4,Node_12,96,UDP,AES-128,15.97,Normal
Node_4,Node_16,1302,TCP,AES-192,15.11,Normal
Node_11,Node_3,989,TCP,AES-128,14.59,Normal
Node_14,Node_5,1467,TCP,AES-256,7.7,Blackhole_Attack
Node_20,Node_5,384,TCP,AES-256,4.6,Normal
Node_13,Node_20,218,UDP,AES-192,6.93,Normal
Node_15,Node_14,1055,TCP,AES-128,10.98,Normal
Node_19,Node_17,1461,UDP,AES-192,12.73,Blackhole_Attack
Node_20,Node_3,828,TCP,AES-128,0.1,Normal
Node_11,Node_2,85,TCP,AES-128,9.96,Blackhole_Attack
Node_17,Node_8,1211,UDP,AES-256,10.79,Normal
Node_7,Node_11,1370,UDP,AES-128,8.61,Normal
Node_11,Node_18,882,UDP,AES-192,16.46,Blackhole_Attack
Node_9,Node_1,1302,TCP,AES-192,12.11,Normal
Node_15,Node_12,673,TCP,AES-256,16.55,Normal
Node_5,Node_9,932,TCP,AES-128,8.92,Replay_Attack
Node_5,Node_16,417,TCP,AES-128,14.69,Normal
Node_11,Node_4,563,TCP,AES-192,18.18,Normal
Node_4,Node_19,699,TCP,AES-128,16.56,Replay_Attack
Node_18,Node_6,804,TCP,AES-128,4.54,Blackhole_Attack
Node_3,Node_14,1135,TCP,AES-256,8.73,Normal
Node_14,Node_8,914,TCP,AES-128,8.27,Normal
Node_3,Node_17,566,UDP,AES-256,12.45,Blackhole_Attack
Node_10,Node_17,941,UDP,AES-128,13.43,Replay_Attack
Node_3,Node_10,1495,TCP,AES-128,5.81,Normal
Node_1,Node_16,297,UDP,AES-128,10.34,Normal
Node_12,Node_1,1403,UDP,AES-128,0.1,Normal
Node_15,Node_1,1147,UDP,AES-128,17.21,Normal
Node_19,Node_3,1338,UDP,AES-256,7.44,Normal
Node_9,Node_13,924,UDP,AES-128,10.28,Normal
Node_12,Node_11,861,TCP,AES-256,8.45,Normal
Node_14,Node_17,224,TCP,AES-192,15.73,Normal
Node_4,Node_18,1088,UDP,AES-128,0.1,Normal
Node_8,Node_20,789,UDP,AES-128,9.92,Drop_Attack
Node_13,Node_16,1177,TCP,AES-128,9.47,Normal
Node_16,Node_7,1003,TCP,AES-128,7.73,Normal
Node_17,Node_16,650,TCP,AES-128,18.63,Normal
Node_7,Node_11,1430,UDP,AES-128,5.56,Normal
Node_13,Node_14,424,UDP,AES-192,13.86,Normal
Node_7,Node_1,671,TCP,AES-128,11.78,Normal
Node_14,Node_4,1465,UDP,AES-128,16.31,Normal
Node_4,Node_13,444,UDP,AES-256,6.66,Normal
Node_20,Node_13,1153,UDP,AES-128,6.34,Normal
Node_14,Node_9,1045,TCP,AES-192,15.48,Normal
Node_13,Node_19,1221,UDP,AES-256,12.13,Normal
Node_16,Node_1,507,UDP,AES-256,2.28,Normal
Node_8,Node_1,121,UDP,AES-256,7.3,Normal
Node_20,Node_8,886,TCP,AES-256,11.93,Normal
Node_12,Node_20,434,TCP,AES-256,14.19,Normal
Node_20,Node_4,1418,TCP,AES-192,6.6,Normal
Node_13,Node_11,1289,TCP,AES-192,0.1,Drop_Attack
Node_5,Node_20,256,TCP,AES-256,12.62,Normal
Node_5,Node_18,385,UDP,AES-192,3.9,Replay_Attack
Node_18,Node_4,978,UDP,AES-256,0.1,Drop_Attack
Node_15,Node_18,1319,UDP,AES-256,0.1,Normal
Node_10,Node_20,1322,UDP,AES-256,14.07,Normal
Node_11,Node_6,340,TCP,AES-192,10.64,Drop_Attack
Node_14,Node_11,919,UDP,AES-256,8.87,Normal
Node_18,Node_19,1421,TCP,AES-128,16.95,Normal
Node_16,Node_7,1358,UDP,AES-192,13.19,Normal
Node_4,Node_15,473,TCP,AES-128,18.08,Normal
Node_12,Node_13,982,TCP,AES-256,3.04,Normal
Node_14,Node_4,921,UDP,AES-256,9.83,Normal
Node_16,Node_19,1102,TCP,AES-128,1.92,Normal
Node_7,Node_18,1476,TCP,AES-192,8.85,Normal
Node_6,Node_2,297,TCP,AES-256,8.76,Normal
Node_16,Node_3,936,UDP,AES-192,13.13,Normal
Node_6,Node_4,860,TCP,AES-256,10.23,Normal
Node_4,Node_9,221,UDP,AES-256,13.12,Normal
Node_11,Node_9,1248,TCP,AES-128,13.52,Normal
Node_20,Node_2,560,UDP,AES-256,20.77,Normal
Node_12,Node_10,824,UDP,AES-256,8.42,Normal
Node_14,Node_8,1456,TCP,AES-128,5.29,Normal
Node_9,Node_7,1300,TCP,AES-128,11.23,Normal
Node_11,Node_4,960,UDP,AES-128,5.99,Normal
Node_6,Node_12,1206,TCP,AES-256,17.41,Normal
Node_9,Node_17,926,TCP,AES-128,8.58,Normal
Node_6,Node_8,895,TCP,AES-128,7.17,Normal
Node_13,Node_8,1234,UDP,AES-192,7.64,Normal
Node_7,Node_19,579,UDP,AES-128,13.59,Drop_Attack
Node_2,Node_9,81,UDP,AES-256,9.21,Normal
Node_11,Node_2,1396,UDP,AES-256,6.79,Normal
Node_12,Node_20,1166,UDP,AES-128,18.33,Normal
Node_2,Node_19,1315,TCP,AES-256,5.72,Drop_Attack
